ID,x,y
192,-73.9276808,40.6909509
193,-73.0031288,40.7707016
194,-73.9424686,40.7027446
195,-73.9276808,40.6909509
196,-73.6215876,40.7054597
197,-73.990768,40.692991
198,-73.3705347,40.692089
199,-73.489431,40.677365
200,-73.4134749,40.6856884
201,-73.9529903,40.7115744
202,-73.591326,40.702846
203,-73.8999617,40.7047985
204,-73.703361,40.702514
205,-74.00847,40.705805
206,-73.326757,40.69554
207,-73.326757,40.69554
208,-73.9198094,40.7013428
209,-73.9641588,40.6935513
210,-73.9198094,40.7013428
211,-73.6215876,40.7054597
212,-73.5395,40.6912
213,-73.9529903,40.7115744
214,-73.703361,40.702514
215,-73.591326,40.702846
216,-73.6215876,40.7054597
217,-73.591326,40.702846
218,-73.3544827,40.7184407
219,-73.651724,40.6942433
220,-73.703361,40.702514
221,-73.5089752,40.6891596
222,-73.703361,40.702514
223,-73.675484,40.7017565
224,-73.7951008,40.7107771
225,-74.0132477,40.7087758
226,-74.0043488,40.708573
227,-73.326757,40.69554
228,-73.489431,40.677365
229,-73.703361,40.702514
230,-73.6215876,40.7054597
231,-73.4134749,40.6856884
232,-73.6215876,40.7054597
233,-73.4717,40.7043
234,-73.3839,40.7055
235,-73.9529903,40.7115744
236,-73.6215876,40.7054597
237,-73.8789838,40.7219158
238,-73.8999617,40.7047985
239,-73.2973312,40.7094414
240,-73.556404,40.714803
241,-74.0083503,40.7135813
242,-73.987585,40.716266
243,-73.9529903,40.7115744
244,-73.987585,40.716266
245,-73.7677945,40.7145612
246,-73.7007,40.7133
247,-73.591326,40.702846
248,-73.9529903,40.7115744
249,-73.740805,40.709251
250,-74.0040577,40.7184927
251,-73.8454556,40.7234257
252,-74.0040577,40.7184927
253,-73.556404,40.714803
254,-73.797268,40.727545
255,-73.9808364,40.7272766
256,-73.6862,40.7216
257,-73.998298,40.725011
258,-73.556404,40.714803
259,-73.7048321,40.7242828
260,-73.7115,40.7325
261,-73.720667,40.730036
262,-73.4468,40.7199
263,-73.3544827,40.7184407
264,-73.3544827,40.7184407
265,-73.7048321,40.7242828
266,-73.9030727,40.72428
267,-73.998298,40.725011
268,-73.5171002,40.7283435
269,-73.6389832,40.7256942
270,-74.0048197,40.733293
271,-74.0048197,40.733293
272,-73.2620912,40.7385722
273,-73.4856411,40.7389545
274,-73.158584,40.723048
275,-73.6389832,40.7256942
276,-73.9512923,40.7281764
277,-73.6389832,40.7256942
278,-73.987896,40.7322895
279,-73.7048321,40.7242828
280,-73.987896,40.7322895
281,-73.4362163,40.7274197
282,-73.68056,40.741821
283,-74.0048197,40.733293
284,-73.3241852,40.7366845
285,-73.3377,40.7025
286,-73.7048321,40.7242828
287,-73.9394726,40.7493048
288,-73.4362163,40.7274197
289,-73.5171002,40.7283435
290,-73.210885,40.7347455
291,-73.8784652,40.7409358
292,-73.68056,40.741821
293,-73.5171002,40.7283435
294,-73.987896,40.7322895
295,-73.2620912,40.7385722
296,-73.5171002,40.7283435
297,-73.8601551,40.7469222
298,-73.7920274,40.7379814
299,-73.0975845,40.7365669
300,-73.182104,40.730329
301,-73.9977772,40.7402758
302,-73.906015,40.745539
303,-73.9799209,40.7460972
304,-73.6633,40.7428
305,-73.5771347,40.7589374
306,-73.4219,40.7376
307,-73.2973312,40.7094414
308,-73.2620912,40.7385722
309,-73.4856411,40.7389545
310,-73.68056,40.741821
311,-73.9394726,40.7493048
312,-73.906015,40.745539
313,-73.7119673,40.7406988
314,-73.8601551,40.7469222
315,-73.9940525,40.7483136
316,-73.9799209,40.7460972
317,-73.084733,40.7361514
318,-73.7582483,40.7471655
319,-73.3241852,40.7366845
320,-73.638876,40.745296
321,-73.638876,40.745296
322,-73.131394,40.736266
323,-73.9895573,40.7538673
324,-73.611297,40.749668
325,-73.210885,40.7347455
326,-73.68056,40.741821
327,-73.5771347,40.7589374
328,-73.9854364,40.7584526
329,-73.4362163,40.7274197
330,-73.9394726,40.7493048
331,-73.68056,40.741821
332,-73.9895573,40.7538673
333,-73.883647,40.751206
334,-73.968514,40.758892
335,-73.053134,40.746834
336,-73.3637455,40.7519704
337,-73.2620912,40.7385722
338,-73.642376,40.759965
339,-73.6352,40.7591
340,-73.9394726,40.7493048
341,-73.523937,40.763426
342,-73.177971,40.756922
343,-73.5771347,40.7589374
344,-73.9854364,40.7584526
345,-73.9854364,40.7584526
346,-73.8260025,40.7666315
347,-73.032626,40.747393
348,-73.874037,40.761788
349,-73.822828,40.755626
350,-73.4856411,40.7389545
351,-73.3637455,40.7519704
352,-73.7974238,40.7602191
353,-73.771699,40.762636
354,-73.177971,40.756922
355,-73.9841771,40.7655551
356,-73.0031288,40.7707016
357,-73.9498815,40.7616494
358,-73.326463,40.75944
359,-73.9583457,40.7687768
360,-73.455448,40.765653
361,-73.9347,40.77
362,-73.6502828,40.7679236
363,-73.914224,40.7621503
364,-73.747346,40.772574
365,-73.9583457,40.7687768
366,-72.947766,40.77341
367,-73.523937,40.763426
368,-73.523937,40.763426
369,-73.6502828,40.7679236
370,-73.9090666,40.777518
371,-73.982385,40.776417
372,-73.084733,40.7361514
373,-73.112882,40.775248
374,-73.326463,40.75944
375,-73.7252765,40.7855261
376,-72.844839,40.763196
377,-73.9518354,40.7762045
378,-72.844839,40.763196
379,-73.4778443,40.7809446
380,-73.0031288,40.7707016
381,-73.2394987,40.7801286
382,-73.2620912,40.7385722
383,-73.073794,40.79428
384,-73.9751248,40.7860285
385,-73.523937,40.763426
386,-73.0031288,40.7707016
387,-73.5361207,40.7887624
388,-73.9751248,40.7860285
389,-73.8457142,40.7861388
390,-73.4778443,40.7809446
391,-73.7252765,40.7855261
392,-73.7252765,40.7855261
393,-73.2394987,40.7801286
394,-73.690012,40.796435
395,-73.2394987,40.7801286
396,-73.944383,40.7919559
397,-73.637109,40.783542
398,-73.8106719,40.7877336
399,-73.112882,40.775248
400,-73.0254,40.7808
401,-73.9368732,40.8007806
402,-73.411179,40.784861
403,-73.5361207,40.7887624
404,-73.944383,40.7919559
405,-73.198328,40.786894
406,-73.637109,40.783542
407,-73.411179,40.784861
408,-73.9679779,40.7988489
409,-73.2948,40.8194
410,-73.2394987,40.7801286
411,-73.6265,40.8037
412,-73.944383,40.7919559
413,-73.0031288,40.7707016
414,-73.0254,40.7808
415,-72.915351,40.779426
416,-73.690012,40.796435
417,-73.0363768,40.8125577
418,-73.114997,40.821015
419,-73.411179,40.784861
420,-73.9368732,40.8007806
421,-73.729288,40.800077
422,-73.500456,40.813923
423,-73.9679779,40.7988489
424,-73.2948,40.8194
425,-73.6540313,40.7980767
426,-73.9185587,40.8072919
427,-73.114997,40.821015
428,-73.2394987,40.7801286
429,-73.073794,40.79428
430,-73.198328,40.786894
431,-73.6987,40.8068
432,-73.737755,40.81264
433,-73.737755,40.81264
434,-73.1899,40.8019
435,-73.411179,40.784861
436,-73.9531666,40.8110284
437,-73.94245,40.818909
438,-73.9185587,40.8072919
439,-73.6235284,40.8111389
440,-73.9085649,40.814741
441,-72.98595,40.82239
442,-72.8697856,40.7941363
443,-72.7927423,40.8002953
444,-73.9216104,40.8199628
445,-72.847781,40.80515
446,-73.114997,40.821015
447,-73.8872717,40.813804
448,-73.9085649,40.814741
449,-73.94245,40.818909
450,-73.949291,40.825082
451,-73.817801,40.823601
452,-72.7586296,40.8162229
453,-73.8601192,40.8195618
454,-72.847781,40.80515
455,-73.6942471,40.8323594
456,-73.0363768,40.8125577
457,-72.98595,40.82239
458,-73.114997,40.821015
459,-73.893869,40.825613
460,-73.908787,40.830161
461,-73.1849,40.8373
462,-73.6431395,40.8279326
463,-73.500456,40.813923
464,-72.6413099,40.8208951
465,-73.2948,40.8194
466,-73.6942471,40.8323594
467,-73.6942471,40.8323594
468,-73.211579,40.8166173
469,-73.858887,40.84178
470,-73.6942471,40.8323594
471,-73.858887,40.84178
472,-73.472164,40.813388
473,-73.817801,40.823601
474,-73.2789463,40.8387371
475,-73.908787,40.830161
476,-73.941679,40.837636
477,-73.380519,40.818626
478,-73.9224054,40.8369147
479,-72.917087,40.78711
480,-72.607381,40.817895
481,-73.114997,40.821015
482,-73.5992128,40.828639
483,-73.2024029,40.8508715
484,-73.941679,40.837636
485,-73.380519,40.818626
486,-73.8993471,40.8489853
487,-72.98595,40.82239
488,-73.6942471,40.8323594
489,-73.8799543,40.8412077
490,-73.038201,40.836475
491,-73.6942471,40.8323594
492,-73.8993471,40.8489853
493,-72.732256,40.8321588
494,-72.847781,40.80515
495,-73.841878,40.848956
496,-73.038201,40.836475
497,-73.8993471,40.8489853
498,-73.6942471,40.8323594
499,-73.2024029,40.8508715
500,-73.858887,40.84178
501,-73.788601,40.852081
502,-73.3166194,40.8675515
503,-73.1419782,40.8380862
504,-73.380519,40.818626
505,-73.9355878,40.8490174
506,-73.536634,40.845069
507,-73.2789463,40.8387371
508,-73.641679,40.845013
509,-73.8993471,40.8489853
510,-73.4141,40.8586
511,-73.9095628,40.8526766
512,-72.935693,40.835033
513,-73.4172478,40.867875
514,-73.9095628,40.8526766
515,-72.8697856,40.7941363
516,-73.2024029,40.8508715
517,-73.8893667,40.8643133
518,-73.8510877,40.8694618
519,-73.2024029,40.8508715
520,-72.5816625,40.8500823
521,-73.2789463,40.8387371
522,-73.921468,40.866426
523,-73.627586,40.863677
524,-73.1419782,40.8380862
525,-73.0808146,40.866638
526,-72.98595,40.82239
527,-72.5816625,40.8500823
528,-73.82681,40.873022
529,-73.8893667,40.8643133
530,-73.11865,40.855626
531,-73.3166194,40.8675515
532,-73.5326086,40.8682165
533,-73.4512471,40.8663885
534,-72.798861,40.855839
535,-73.0370235,40.8662838
536,-73.3607111,40.8633672
537,-73.5326086,40.8682165
538,-73.873667,40.8750658
539,-73.9070887,40.8810163
540,-73.8510877,40.8694618
541,-73.0808146,40.866638
542,-72.798861,40.855839
543,-73.4172478,40.867875
544,-73.5907565,40.8802242
545,-72.877555,40.872019
546,-73.0047545,40.8781822
547,-73.160464,40.880542
548,-73.3166194,40.8675515
549,-72.5227112,40.8772964
550,-72.944892,40.882464
551,-73.8123,40.8928
552,-73.0370235,40.8662838
553,-73.248358,40.884322
554,-73.9034998,40.9033925
555,-73.852663,40.8869965
556,-73.376785,40.889851
557,-73.4172478,40.867875
558,-73.160464,40.880542
559,-72.944892,40.882464
560,-72.5227112,40.8772964
561,-73.779423,40.902463
562,-73.129775,40.907982
563,-73.0047545,40.8781822
564,-73.8214639,40.9083032
565,-73.129775,40.907982
566,-73.376785,40.889851
567,-73.329836,40.905342
568,-73.837144,40.908875
569,-73.329836,40.905342
570,-73.329836,40.905342
571,-72.4098733,40.9073954
572,-72.4098733,40.9073954
573,-73.1916,40.9019
574,-73.7860754,40.9154762
575,-73.55864,40.907275
576,-73.04733,40.9112058
577,-72.8857861,40.9078495
578,-73.837144,40.908875
579,-73.860071,40.918674
580,-73.837144,40.908875
581,-73.7860754,40.9154762
582,-73.0047545,40.8781822
583,-73.807817,40.904786
584,-73.8957989,40.9179998
585,-73.82637,40.922693
586,-72.4098733,40.9073954
587,-73.860071,40.918674
588,-72.6244,40.9052
589,-73.1143,40.9428
590,-73.129775,40.907982
591,-72.8857861,40.9078495
592,-72.917087,40.78711
593,-73.7860754,40.9154762
594,-72.8857861,40.9078495
595,-73.757395,40.933767
596,-73.8886025,40.9388028
597,-73.8345002,40.9366765
598,-73.04733,40.9112058
599,-73.8886025,40.9388028
600,-73.8886025,40.9388028
601,-73.012325,40.9245007
602,-73.8345002,40.9366765
603,-73.04733,40.9112058
604,-72.6520031,40.9292142
605,-72.6520031,40.9292142
606,-72.6520031,40.9292142
607,-73.757395,40.933767
608,-73.329836,40.905342
609,-72.9921424,40.939564
610,-73.8886025,40.9388028
611,-73.8345002,40.9366765
612,-72.6520031,40.9292142
613,-73.8240974,40.9547574
614,-73.7352669,40.9523348
615,-73.8838432,40.9513187
616,-73.1143,40.9428
617,-73.7352669,40.9523348
618,-73.812425,40.954936
619,-73.0609,40.9413707
620,-73.8886025,40.9388028
621,-73.8886025,40.9388028
622,-73.7352669,40.9523348
623,-72.4098733,40.9073954
624,-73.012325,40.9245007
625,-72.745897,40.9414661
626,-72.3070325,40.9352613
627,-72.89421,40.949124
628,-73.7352669,40.9523348
629,-73.6889368,40.9703597
630,-72.9921424,40.939564
631,-73.7352669,40.9523348
632,-72.9353845,40.9526309
633,-72.9353845,40.9526309
634,-72.8334631,40.9506567
635,-72.9702666,40.9554566
636,-73.718826,40.9726222
637,-72.6520031,40.9292142
638,-73.785579,40.944279
639,-73.844415,40.963458
640,-73.79739,40.989943
641,-72.8334631,40.9506567
642,-72.6520031,40.9292142
643,-72.4098733,40.9073954
644,-73.79739,40.989943
645,-72.1898377,40.9924422
646,-73.877654,40.993075
647,-73.6889368,40.9703597
648,-73.79739,40.989943
649,-73.877654,40.993075
650,-73.877654,40.993075
651,-73.670433,41.006823
652,-72.1898377,40.9924422
653,-73.79739,40.989943
654,-73.877654,40.993075
655,-73.670433,41.006823
656,-73.79739,40.989943
657,-73.670433,41.006823
658,-72.1182942,40.9813704
659,-73.840251,41.013102
660,-73.670433,41.006823
661,-72.540765,41.000814
662,-73.867403,41.013287
663,-73.867403,41.013287
664,-73.750599,41.010913
665,-73.750599,41.010913
666,-72.320223,40.993423
667,-72.320223,40.993423
668,-73.8004588,41.0238529
669,-73.9498008,41.0268426
670,-72.320223,40.993423
671,-73.776925,41.026775
672,-72.320223,40.993423
673,-73.8004588,41.0238529
674,-73.9283281,41.0299647
675,-73.750599,41.010913
676,-72.477943,41.014746
677,-73.9498008,41.0268426
678,-73.8144831,41.0392638
679,-73.7653824,41.0330625
680,-73.776925,41.026775
681,-73.6839,41.0219
682,-73.7771565,41.0501496
683,-73.8633827,41.0382823
684,-73.7141994,41.03717
685,-73.9186454,41.0356851
686,-73.8144831,41.0392638
687,-73.7413109,41.0451506
688,-73.9620135,41.0467808
689,-73.9620135,41.0467808
690,-73.8155659,41.0601278
691,-73.7771565,41.0501496
692,-73.8155659,41.0601278
693,-72.1898377,40.9924422
694,-74.0166158,41.0582037
695,-73.960832,41.066641
696,-73.857727,41.077816
697,-74.0166158,41.0582037
698,-73.857727,41.077816
699,-72.423914,41.060628
700,-71.9451318,41.043386
701,-73.7413109,41.0451506
702,-73.7816842,41.0857255
703,-73.7816842,41.0857255
704,-73.857727,41.077816
705,-73.857727,41.077816
706,-73.857727,41.077816
707,-74.052,41.0835
708,-73.7816842,41.0857255
709,-73.7816842,41.0857255
710,-73.8615,41.0925
711,-71.9451318,41.043386
712,-73.8615,41.0925
713,-73.8615,41.0925
714,-73.9251471,41.0917598
715,-74.019586,41.099393
716,-72.423914,41.060628
717,-73.9251471,41.0917598
718,-73.9251471,41.0917598
719,-73.9251471,41.0917598
720,-73.9251471,41.0917598
721,-73.9251471,41.0917598
722,-73.9251471,41.0917598
723,-73.96956,41.096078
724,-73.7816842,41.0857255
725,-73.82954,41.099027
726,-72.3391606,41.0698
727,-73.96956,41.096078
728,-73.9232,41.1087
729,-73.8004262,41.1030485
730,-72.3486901,41.0775998
731,-74.019586,41.099393
732,-73.9948,41.1119
733,-74.099943,41.111013
734,-74.0697434,41.1157751
735,-74.0418704,41.1207653
736,-74.1069968,41.1314001
737,-74.0418704,41.1207653
738,-72.3391606,41.0698
739,-74.1069968,41.1314001
740,-74.0418704,41.1207653
741,-73.94241,41.121913
742,-73.772381,41.121163
743,-74.1674638,41.1249601
744,-73.82816,41.147846
745,-72.367916,41.110803
746,-74.0418704,41.1207653
747,-72.367916,41.110803
748,-73.6988225,41.1307174
749,-74.0418704,41.1207653
750,-73.781017,41.1388225
751,-73.82816,41.147846
752,-73.781017,41.1388225
753,-73.94241,41.121913
754,-73.9955216,41.1498975
755,-73.629867,41.195532
756,-73.82816,41.147846
757,-73.943117,41.153476
758,-73.8490929,41.1701295
759,-73.943117,41.153476
760,-72.3396316,41.1273801
761,-73.8490929,41.1701295
762,-74.1939594,41.1622489
763,-74.2143,41.1939
764,-73.8490929,41.1701295
765,-73.8490929,41.1701295
766,-73.7693236,41.1754027
767,-73.7693236,41.1754027
768,-73.8490929,41.1701295
769,-73.8490929,41.1701295
770,-73.8490929,41.1701295
771,-73.8490929,41.1701295
772,-72.2828989,41.1420116
773,-74.044415,41.184475
774,-74.1069968,41.1314001
775,-74.2143,41.1939
776,-74.044415,41.184475
777,-73.8023136,41.1888217
778,-73.8023136,41.1888217
779,-74.0194194,41.2041406
780,-73.5793409,41.1936121
781,-73.9666954,41.1955151
782,-73.9666954,41.1955151
783,-73.9666954,41.1955151
784,-73.889804,41.2126757
785,-73.7287059,41.2011515
786,-73.9666954,41.1955151
787,-73.9666954,41.1955151
788,-72.2828989,41.1420116
789,-73.8490929,41.1701295
790,-73.998977,41.200946
791,-73.629867,41.195532
792,-73.7287059,41.2011515
793,-73.9794947,41.2068181
794,-73.7287059,41.2011515
795,-73.889804,41.2126757
796,-73.9794947,41.2068181
797,-73.889804,41.2126757
798,-74.0194194,41.2041406
799,-73.541138,41.2444792
800,-74.2957745,41.2155248
801,-74.002614,41.230603
802,-74.002614,41.230603
803,-74.2143,41.1939
804,-73.6941469,41.2383581
805,-73.9329059,41.2523091
806,-74.3576249,41.25924
807,-74.3576249,41.25924
808,-73.9329059,41.2523091
809,-73.958322,41.253493
810,-73.958322,41.253493
811,-74.3576249,41.25924
812,-73.68646,41.260266
813,-73.9387716,41.2616481
814,-74.3576249,41.25924
815,-73.793334,41.295936
816,-74.1872343,41.332502
817,-73.9178032,41.2899806
818,-73.888795,41.286744
819,-73.541138,41.2444792
820,-73.765435,41.289467
821,-73.9178032,41.2899806
822,-73.9178032,41.2899806
823,-73.9178032,41.2899806
824,-74.4645244,41.2950331
825,-74.1872343,41.332502
826,-73.9178032,41.2899806
827,-74.5628817,41.3020369
828,-73.793334,41.295936
829,-72.0100901,41.2671973
830,-73.659776,41.295408
831,-74.1546933,41.308644
832,-73.9901446,41.311079
833,-73.68646,41.260266
834,-73.793334,41.295936
835,-74.2605836,41.3487677
836,-74.1872343,41.332502
837,-73.8565994,41.3122279
838,-73.793334,41.295936
839,-73.888795,41.286744
840,-74.3587302,41.3273599
841,-73.888795,41.286744
842,-73.6987027,41.3367907
843,-74.123933,41.321592
844,-73.605947,41.33743
845,-73.9712398,41.3576532
846,-74.1872343,41.332502
847,-74.1126528,41.3622667
848,-73.605947,41.33743
849,-73.6607446,41.3496014
850,-74.1872343,41.332502
851,-73.746957,41.371096
852,-74.663163,41.388481
853,-74.2605836,41.3487677
854,-73.919169,41.364102
855,-74.5405835,41.3376677
856,-74.663163,41.388481
857,-74.663163,41.388481
858,-74.1872343,41.332502
859,-73.8317745,41.3706921
860,-73.9712398,41.3576532
861,-74.663163,41.388481
862,-73.746957,41.371096
863,-74.663163,41.388481
864,-74.663163,41.388481
865,-74.663163,41.388481
866,-73.963186,41.38856
867,-73.746957,41.371096
868,-73.746957,41.371096
869,-73.919169,41.364102
870,-73.963186,41.38856
871,-74.4772216,41.3890175
872,-74.1872343,41.332502
873,-74.331528,41.4002049
874,-74.3937,41.3915
875,-74.331528,41.4002049
876,-73.963186,41.38856
877,-74.7351586,41.4118844
878,-73.746957,41.371096
879,-73.8317745,41.3706921
880,-74.331528,41.4002049
881,-73.6028351,41.4138589
882,-74.035673,41.4286616
883,-74.4349765,41.3945004
884,-74.6484653,41.4375742
885,-73.746957,41.371096
886,-73.941086,41.427246
887,-73.941086,41.427246
888,-74.157098,41.4267452
889,-74.125708,41.431872
890,-73.6848905,41.443863
891,-74.035673,41.4286616
892,-73.6028351,41.4138589
893,-74.4274117,41.4505308
894,-74.4274117,41.4505308
895,-74.4274117,41.4505308
896,-74.0142095,41.4441838
897,-74.4274117,41.4505308
898,-74.7351586,41.4118844
899,-74.2422486,41.4396094
900,-74.4274117,41.4505308
901,-74.4274117,41.4505308
902,-74.0602335,41.4644468
903,-74.355919,41.47574
904,-73.574075,41.493607
905,-74.605538,41.453694
906,-73.941086,41.427246
907,-73.574075,41.493607
908,-74.4274117,41.4505308
909,-74.5282,41.471356
910,-74.91808,41.4893794
911,-73.6848905,41.443863
912,-74.808956,41.4855345
913,-74.4274117,41.4505308
914,-73.9653722,41.5052651
915,-73.6848905,41.443863
916,-74.215624,41.484743
917,-74.355919,41.47574
918,-74.0602335,41.4644468
919,-74.0602335,41.4644468
920,-74.0318307,41.5143731
921,-73.6848905,41.443863
922,-74.0318307,41.5143731
923,-73.9653722,41.5052651
924,-74.0318307,41.5143731
925,-74.0416,41.4935
926,-74.5621774,41.4975352
927,-73.9653722,41.5052651
928,-73.9653722,41.5052651
929,-74.3855969,41.5172436
930,-74.0318307,41.5143731
931,-73.574075,41.493607
932,-74.9329182,41.5237234
933,-73.918861,41.526454
934,-74.8519905,41.5240879
935,-74.8724091,41.5190809
936,-74.0318307,41.5143731
937,-73.7936357,41.5838651
938,-74.2464908,41.5194396
939,-74.176177,41.566352
940,-73.896442,41.5923
941,-73.8955557,41.537677
942,-73.6609656,41.5247819
943,-73.7936357,41.5838651
944,-73.724898,41.539158
945,-73.8955557,41.537677
946,-74.0318307,41.5143731
947,-74.0318307,41.5143731
948,-74.355919,41.47574
949,-73.954464,41.549705
950,-73.8955557,41.537677
951,-73.7936357,41.5838651
952,-74.0318307,41.5143731
953,-74.176177,41.566352
954,-73.9670029,41.5533606
955,-73.7936357,41.5838651
956,-74.4327962,41.5667892
957,-73.5928749,41.5662684
958,-74.0318307,41.5143731
959,-74.176177,41.566352
960,-74.721503,41.571516
961,-74.328442,41.6298258
962,-73.5928749,41.5662684
963,-74.5038876,41.5932846
964,-74.5038876,41.5932846
965,-73.724898,41.539158
966,-73.7936357,41.5838651
967,-73.896442,41.5923
968,-73.896442,41.5923
969,-73.896442,41.5923
970,-74.328442,41.6298258
971,-73.896442,41.5923
972,-74.145815,41.6184721
973,-75.0047642,41.5967533
974,-74.145815,41.6184721
975,-73.982933,41.605878
976,-73.896442,41.5923
977,-75.0047642,41.5967533
978,-73.896442,41.5923
979,-73.683015,41.612532
980,-73.896442,41.5923
981,-74.145815,41.6184721
982,-74.5038876,41.5932846
983,-74.5824144,41.6164461
984,-73.896442,41.5923
985,-74.328442,41.6298258
986,-73.879502,41.6880316
987,-74.6989371,41.6510563
988,-73.5633651,41.648665
989,-74.7822955,41.6672452
990,-74.145815,41.6184721
991,-73.879502,41.6880316
992,-73.958843,41.653647
993,-73.879502,41.6880316
